ID,School,ADDRESS,Mobile
82308,DBS PUBLIC SCHOOL,"19-Rani Palace, Dhar Rd, Geeta Nagar, Indore, Madhya Pradesh 452002, 9827043854",919827043854
82310,Vrashali Singh,"Buranakhedi, Kanadia Road, Dist.Indore, Somdeep International School PIN Code: 452016",917898021000
82311,Catalyst World School,"Catalyst World School, Bicholi Mardana, Ambamoliya Bypass Road, Indore - 452010, Phone - +91 9753333041/+91 9753333611",919244142716
82313,Malav bharti school,"523/2, Tikariya Rd, Nanda Nagar, Kamala Nehru Nagar, Indore, Madhya Pradesh 452015 (",919827634341
82316,Aajinkya khare,"455, Bapu Gandhi Nagar, Scheme No 114, Indore, Madhya Pradesh 452010, Phone - 093008 22655",917880016179
82319,New Amazing Angels Public School,"211, Patel Mohalla, Samrat Nagar, Khajrana, Indore, Madhya Pradesh 452016",917000642309
82320,Dr M B Khan,"187, Bhagora Road, New Guradiya, Mhow, Indore, Madhya Pradesh, Pincode: 453441, Phone - +91 9111136883,+91 9926085992",919926085992
82321,Jitendra Bal Vinay Mandir,"577/10 D Nand Bagh Colony, Kasera Bazar, Indore - 452001",918817464746
82322,Bhandari public school,"Bhandari Public School Near B.T College, Sihada Road Khandwa 450001 (M.P), +91-9479884057 0733-2249884, 2249784",919425087900
82323,Bal gokulam,"8, Akshay Deep Colony, MR 9 Road, LIG Colony, Indore, Madhya Pradesh 452011, India, Phone - 077718 77767 / 077708 77767",919977227767
82324,Shree Swami Ramanand Vidya Sankul,"SHREE SWAMI RAMANAND VIDYA SANKUL RAMTEKRI TAPOVAN VILL.- SOPRA,CHACHODA, Sopra, Madhya Pradesh 473115,",917024574702
82326,Chalk and Duster a play school and dayca,"shalimar palms, 06 sharthak street Near sanjana park and, Road, near J V Collection, Bicholi Mardana, Indore, Madhya Pradesh 452016",919993049220
82328,Shiva academy,"Ranmalbiluod, Madhya Pradesh 453001",919340516932
82330,Shaurya saraf,"AB Road, Rau, Opposite Akashwani, Indore, MP, India – 453 331, Phone - +91-8720009992 / 93",918329495854
82331,The Aditya Birla Public School,"The Aditya Birla Public School Dahej Road, Kesrol, P.O. - Eksal, Bharuch, Gujarat, PIN - 392130, +91-9904203311",919649416666
82333,Innovator school,"Rau, 194, Braj Vihar Colony, Indore, Madhya Pradesh 453331, Phone - 090090 20606",919009020606
82335,Edara Nagapavan,"Flat No. 402, Maruthi Jewel, Hari Hara Constructions, Near Sushma Theater, Kranthi Hills, Vanasthalipuram,I-Icon Academy, Hyderabad, Andhra Pradesh,PIN-500070",919848688388
82337,Acropolis,"Acropolis Institute of Technology and Research, Bypass Road, Manglia Square, Manglia, Indore, Madhya Pradesh-453771, India, Phone - 0731-4730000, 4730001",919926058860
82339,Satya Sai Vidya Vihar,"Scheme No. 54, A.B. Road, Vijay Nagar, 01, Sector A, Slice 6, Aranya Nagar, Vijay Nagar, Indore, Madhya Pradesh 452010 : 0731-2553023",919424848668
82340,Busybuddies Pre School,"MR-4 Rd, near Daryani classes, Yadav Colony, Jabalpur, Madhya Pradesh 482001 Phone: 075819 99900",919827097674
82341,Brilliant Academy,"E-409, Malvi Nagar, Shyam Nagar Annex A, Sukhlia, Indore, Madhya Pradesh 452010, Phone - 092851 33118",919109619792
82343,Jd School,"Junior Jd School Ujjain, Word No. 39 (pincode: 456010), Hss Girls Dhanmandi, Ujjain Urban, Ujjain , Madhya Pradesh.",917024413142
82345,Sukun India,"Sukun India, 70C, Suvidhi Nagar, MR 5, Super Corridor 452005 Indore, Madhya Pradesh, India, 8602125015",918435305979
82347,Sikka,"Plot. 17 & 17A, Phase – II Scheme No. 78, INDORE – 452010, Phone no - (+)91 731 2577254, 2577271",918866330440
82350,Regel Cambridge Academy,"155/4, Sundar Nagar, Sanwer Rd, Banganga, Indore, Madhya Pradesh 452015, Phone - 9425089724 / 9977577775",919977077773
82353,Rigal School,"155/4, Sundar Nagar, Sanwer Rd, Banganga, Indore, Madhya Pradesh 452015, Phone - 94250 89724",919770583354
82357,Kinder Buds School,"44, Kranti Kriplani Nagar, Indore, Madhya Pradesh 452009, Tel: +91-9993834881",919993834881
82359,Indore Convet Her Sec School,"Banganga, Maharana Pratap Nagar Indore, Madhya Pradesh 452015",9.198260962727E+021
82360,The Legacy world school,"225, Airport Rd, Dwarkadhish Colony, Panchsheel Nagar, Indore, Madhya Pradesh 452005",919893079247 Deesha Ojha Owner
82363,Little Cipur School,"Mahalaxmi Branch: MR 4/161, Near Bombay Hospital, Indore 9893276696 pincode - 452010",919893146668
82364,The Shishukunj International School,"Jhalaria, Bypass Road, Indore, 452016, Madhya Pradesh, India, 9111104781/82, 9644733315/16",919977600229
82365,Prudential Kids Her Sec School,"Near Tirumala Greens, Behind DPS School, Nipaniya, Indore,PIN-452010",919340102129
82367,Kiddy Paradise School,"kiddy paradise school, infront of kavi pradip udhyan barnagar barnagar, ujjain, Madhya Pradesh 456771 India, 084350 16969",918435016969
82368,The Wonder Years School,"142, Dhanwantri Nagar, Rajendra Nagar, Indore, Madhya Pradesh 452001",919977750058
82369,The Wizz Kids Preschool & Activity Club,"102, Sampat Farms, Opposite Grande Exotica, Bicholi Mardana, Indore (M.P), Phone - (+91) 9111499119, 9111099119 PIN- 452016",919111099119
82370,The Academic City,"Mohankheda Jain Tirth, Rajgarh (Dhar), Manglia, 453771",919826727022
82374,Shishu kunj International School,"The Shishukunj International School – North Campus CBSE Affiliation No. 1031254 Gram Badodia Ema, Behind Vishwanath Dham, 453111, Indore – Ujjain Road, Indore Phone NO: +91 6262628311, +91 6262628312 Landline NO: 0732 1299017",917024441314
82376,Kids Foundation,"70, Moon Palace Colony, Behind Annapurna Thana, Indore, India, 452009, Phone - 0731 498 3455",919303441711
82380,Sri Sathya Sai Vidya Vihar,"Scheme No. 54, A.B. Road Indore PIN-452010.",919425032677
82381,Vedaant Vidhyakulum,"Vedaant Vidhyakulum, Kanadia Road, Village Barodiya Kera,Indore, Kara, Village Barodia, Kanadia Main Rd, Indore, Madhya Pradesh 452016 MP, 82259 55500",917974592006
82383,Prarambh School,"212/4, AB Rd, opp. Panchvati Colony, Talawali Chanda, Indore, Madhya Pradesh 453771, Phone - 09993870864",919993870864
82389,St. Mary Champion H S School,"St.Mary Champion School, Navdapanth , Dhar Road, Indore, Phone - 9981995901, 6264901856, PIN-452009",918770184523
82390,Shree Sanskar academy,Academy Road Agar Disst. Agar Malwa (M.P.)465441,919407428444
82393,Indore Institute of Pharmacy,"Pithampur Road, Indore - 453331, Madhya Pradesh, India Contact Number: 18001033069",919630656912
82394,Patidar International SchoolNilima Vakil,"Patidar International School Umia Hills, Maxi Rd, Tajpur, Madhya Pradesh 456010, +91 7880008056, +91 7880008057",919893433139
82395,Divine kids school,"Khatipura, New Gouri Nagar, Sukhlia, Indore, Madhya Pradesh 452003, 9687040305",919687040305
82396,Gyan Sagar Girls International,"Sector B, Kalani Bagh, DEWAS, Madhya Pradesh, Phone - 455001 INDIA, Phone No.: +91 – 7272 – 250001, +91- 7272- 796206",917509078610
82398,Edify school,"Mandsaur Bypass, Near Guradiya Balaji Temple, Mandsaur, Madhya Pradesh-458001, Phone - 08370006805",919522222296
82399,Oscar Daycare and Preschool,"D-13,H.I.G,RSS Shukla nagar behind shopping complex, A.B Road,, HIG Main Road, Indore, Madhya Pradesh - 452011, : 9755657777",917987371095
82400,SANDIPANI ACADEMY Mandleshwar,"Sandipani Academy Maheshwar Road, Mandleshwar, Pin-451221 Dist- Khargone(MP) India +91 7610489296 +91 7610489297",919926102214
82402,Ideal International School,"Govind Colony Main Road, Infront of Sch. No.51 Near Kamla Nehru Colony, West Indore Madhya Pradesh - 452015, Whatsapp - 9644200400, Phone - +91 9644200900, Landline - 0731 - 2617600, 0731 - 2617700",919340128577
82403,Columbia Convent school,"Manavta Nagar, Kanadia Road, Indore (M.P.) INDIA – 452016, Phone No +91 731 -2845444, 2845249, Mobile No +91-98267-37370",919926031149
82404,Kanwartara Public H.s School,"Shrinagar Colony Extn., Barwaha Road, Mandleshwar (451221), Madhya Pradesh",919926064231
82406,Daly College,"1, Residency Area, Indore, Madhya Pradesh 452001",919179497678
82409,Ladybird school,"159KA, Ilyas Colony Rd, Shalimar Colony, Khajrana, Indore, Madhya Pradesh 452016, Phone: 090095 46186",919099546186
82410,Renaissance University,"Campus Gram Revti, Behind Aurobindo Hospital Sanwer-Ujjain Road, Indore (M.P.) - 452015. Office 201-202, HeadQuarter Building, IDA Plot no. 54, Satya Sai Square, Indore (M.P.) - 452010",919893820888
82412,Royal Raman Academy,"M 176 BHAWANI NAGAR ,Ward No.7, Indore Urban Indore, Madhya Pradesh PIN Code: 452001 (INDIA) (website)",918959058615
82414,Choithram school,"Choithram School, 5 Manik Bagh Road, Indore, Madhya Pradesh 452014 (M.P.), 0731-2475252-53-54",919826255541
82418,Castlewood Pre School,"Castlewood International Pre School, 6 Ext Rajmahal Colony, Manik Bagh Road, Near 6 Bunglows, Indore, Indore, India, 452001, Phone - 088199 77111",919893373321
82419,Ideal Academy,"Avantika, Scheme No. 51, Near Marimata Square, West Indore, Madhya Pradesh 452006, Phone - 0731-2617400, 0731-2617500, WhatsApp - 94250 82107, 94250 55794",919425068458
82420,Anshuman HS School,"The Daly College, 1, Residency Area, Indore, Madhya Pradesh 452001, 91 (0731) 2719000, 2719001, 2719023",919981111180
82423,Delhi Public School,"Delhi Public School, Pipliakumar – Nipania Road, Village – Nipania, Indore 452010 (M.P), Phone - 0731-2444401 / 9109384463",919826451661
82424,Banyan Tree school,"Bisankhedi, Bhadbhada-Suraj Nagar Road, Ahead of Sports Authority of India, Bhopal, Madhya Pradesh 462044, Phone: +918989120736, +917746034885",919830818311
82425,MIT World Peace School,"Gat No. 296/297, Gandhi Nagar, Opp to HP Petrol Pump, Indore 453112 (MP)",919229349203
82427,Asmakam Life University,"Asmakam Life University, 22 Sunshine Farms, A.B. Road, Indore 452012 (M.P.), +91-7723837600",919009042684
82428,Dfly International,"Indore 402,Diamond Trade Center, Janjeerwala Square, New Palasia, Indore 452001,",919425312830
82429,Birla Open Minds International School,"Address 1 : Jhalaria Road, Off Bypass Road,Near County Walk Township,Indore, Madhya Pradesh - 452016. Address 2 : MR-10 Toll Plaza Bridge, Next to Nirvana Resort, Kumedi - Indore, Madhya Pradesh - 453555, Phone : +91 9109444977 , +91 9522272090.",919630091365
82430,Prestige Group,"Prestige Vihar’, Sch. No. 74-C, Sector D Vijay Nagar,Indore – 10 , M.P. (India) Phone +91-731- 4016666, 4016602, 4016625 Fax +91-731- 4016633,PIN-452010",919827037474
82431,Sanmati School,"Doordarshan Kendra, Residency, White Church Colony, Residency Area, Indore, Madhya Pradesh 452001 (Sanmati Higher Secondary School)",919131422584
82438,Agraval public school,"Agraval public school, Bicholi Mardana Road Indore 452016 (M.P.) Email: info@apsindore.com Phone: 0731-4212666",918109940005
82440,Knowledge Buddy Learning Academy,"346-A Second Floor, Mahalaxmi Nagar ,Indore, 452001 saurabhkhadiwal@gmail.com Mob: 7247511399",917247511399
82441,Nahar Global school,"Sagod Rd, opposite Jayant Sen Dham, Ratlam, Madhya Pradesh 457001 contact number - 09479792429",919516558975
82442,Al-Hira Public School,"58-59 J, Aamwala Road, Dhar Road, Indore - 452002 (Chandan Nagar)",919826094360
82444,KRISHNA ACADEMY,"KRISHANA ACADEMY DHARGAON TEH.MAHESHWAR DISTT.KHARGONE(M.P.) 451221, 8120709899,8717877855",918224808050
82445,Nirmal international school,"NIRMAL INTERNATIONAL SCHOOL, NAJARPUR - TARANA, ROAD, Bichrod, Madhya Pradesh 456665, 8989838778",918989838778
82446,Springfield World School,"Springfield World School Opposite ITC Choupal, Lashkarpur Road, Vidisha 464001 (M.P.) India T: +91-7592 297 070 / M: +91-9179001197",917879629757
82447,Jyoti Senior secondary school Rewa,"NH - 7, Allahabad Rewa Road, Rewa, Madhya Pradesh - 486001",919752962019
82448,Excellent academy,"107, Gulab Bagh, Dewas Naka, Lasudia Mori, Indore, Madhya Pradesh 452010, Phone - 0731 405 5154",919329570340
82449,Gyan carnival school,"13, Main Road, Clerk Colony, Indore, Madhya Pradesh 452011",919926043336
82450,Dastak public school,"82, Sector H, Green Park Colony, Indore, Madhya Pradesh 452006",919827729437
82451,Little Champs school,"62, Aerodrum Rd, Ambikapuri Main, Indore, Madhya Pradesh 452006",919827526115
82452,San Thome Academy,"San Thome Academy, Bhopal Road, Dewas, Madhya Pradesh - 455001",919407470242
82453,Medi-Caps University,"Medi-Caps University A.B. Road, Pigdamber, Rau Indore - 453331 07313111500 , 07313111501",919669663339
82455,Bhaskar Academy,"Bhaskar Academy,Ringnodiya Square, Sanwer Road, Ujjain – Indore Rd, at, Indore, Madhya Pradesh 453551, 9258133119 & 9644282009",919425314932
82457,Progressive Heights,"Progressive Kidz Sudama Nagar, Biaora District Rajgarh 465674 (M.P) +91 9425422448",919425422448
82461,Mar Thoma Higher Secondary School,"Sector C, Sukhliya, Nayay Nagar, Main Road, Indore (M.P.)-452010",918462817793
82462,"Shri Jaigovind Gopinath H. S School, Mho","49, PEET ROAD NEAR RAILWAY STATION, MHOW, 07324-299323, PIN-453441",919826755161
82463,Sri Sri Ravishankar Vidya Mandir Indore,"Sri Sri Ravishankar Vidya Mandir Village Sanawadia, Behind Devguradiya Temple, Nemawar Road, Indore-452016, Madhya Pradesh, India, 8889010888, 07312863100, 07312863300",919893378881
82464,Eva World School,"Mayakhedi, Opp. Omaxe City-1, Bypass Road, Near Vistara Township, Indore MP 452010, Phone - +91 9111040700, 9111040800",919826297927
82466,Angels Planet,"Angels Planet, Rameshwar Nagar, Khandwa, Madhya Pradesh 450001, Phone - 9827211335",919827211335
82467,St. Jones,"Maharana Pratap Teraha, Jabalpur Naka, Shrivastav Colony, Vaishali Nagar, Damoh, Madhya Pradesh 470661, 07812-221658 +91 8109724606",919009864003
82469,Sausar public school,"Ward no. 08 Anjakar Colony, Sausar, Dist. Chhindwara (M.P.) 480106 India, Phone - 09752607977 / 08251868259",919300642454
82470,Satya sai english school,"24A, AB Rd, Vasant Vihar Colony, Vijay Nagar, Indore, Madhya Pradesh 452010, India, Phone - 0731-2553023",917974466911
82472,Parakh Public H. S. School,"Sanwer, India, 453551, Phone - 098260 66807",919826066807
82473,Yatharth international school,"136-B, Nagin Nagar Rd, Nagin Nagar near Kalani Nagar, Indore, Madhya Pradesh 452006, Phone: 089822 89888",919754641888
82474,Azad convent high school,"B-48, Tenant Nagar, Ratlam, Madhya Pradesh 457001, India, Phone - 09893520944",919893520944
82475,New Advance public high school,"G172, Sh 27, Pologround Industrial Estate, Nanda Nagar, Malti Vanaspati, Indore, Madhya Pradesh 452015",917611116600
82476,Saint national public school,"433, Chandan Nagar, Indore, Madhya Pradesh 452002",917722993737
82478,RAJORIA INTERNATIONAL,"100, Veena Nagar Main Rd, Khati Pura Rd, DDU Nagar, Sukhlia, Indore, Madhya Pradesh 452003",917489276224
82480,The Learning villa school,"HO -23-C Sangam Nagar, Near Ram Mandir Indore 452006, Phone - 9826532550 7697436916",919826424001
82483,Shree Academy,"Kodariya, Madhya Pradesh, India, Pin Code - 453441, Phone - 09826714193",919826714193
82487,New Valley Academy,"Mhow, Madhya Pradesh, India, 453441 - 09977784628",919977784628
82488,Shri ramashraya public h s school,"JRRH+HG9, Saptashrungi Nagar, Indore, Madhya Pradesh 452012",919893078305
82489,Gurukul Vidhyadham,"102 Ambikapuri Extension, Behind Aerodrum Police Station Indore ( M.P .), Indore Gpo, Indore - 452001 (Behind Aerodrum Police Station)",919329696804
82491,"Mount Litera Zee School,Mhow","361/7,Beircha Road, Mhow Madhya Pradesh, PIN-453441, 6262607501,02,03,04",919644463405
82492,Lioness vidhya mandir school,"Dev Guradia Rd, Near Tejaji Chowk, Near Ponpad Panchayat, Dinesh Nagar, Palda, Indore, Madhya Pradesh 452001",919617392501
82493,Shree Shanti Vidya Niketan,"355, Dwarkapuri, Indore, Madhya Pradesh 452009",919424889949
82495,St Mary senior secondary school,"St.Mary Champion School Navdapanth , Dhar Road, Indore 452013,",918210078460
82498,Prestige Public School Indore,"Prestige Vihar’, Sch. No. 74-C, Sector D Vijay Nagar,Indore – 10 , M.P. (India) Phone +91-731- 4016666, 4016602, 4016625,PIN-452010",919584966693
82499,Eurasia International school,"Eurasia International school 87,Anoop Nagar Opposite Mahavir garden Indore - Madhya Pradesh Pincode : 452001, Phone number: 9770044338 Landline: 0731-4020320",919826786770
82500,Kautilya Educational Academy Dewas,"Kautilya Education Academy,Shajapur A.B. Road(Barwal), SHAJAPUR Dist: SHAJAPUR MADHYA PRADESH - 465001 Phone - 9479766310, 9425123079",919993030308
82501,Shikshalay Day Scholar School,"19, Shri Krishna Enclave, Sanwer Road, Indore, India, 452001, Phone - 06232101322",916232101321
82505,Golden Future Higher Secondary School Sa,"Badodiya khan, Ujjain Rd, Sanwer, Madhya Pradesh 453551",919425032563
82507,Choithram International,"Choithram International Choithram Hospital Campus 5, Manik Bagh Road Indore MP 452014 +91 731 2360345 +91 731 2360346",919584450114
82510,Shivajirao Kadam Institute Of technology,"Shivajirao Kadam Group of Institutions, Off Indore Bypass Road, Near Ralamandal Sanctuary, Tillore Khurd, Indore-452020, Madhya Pradesh India, Phone - 9770907113, 9770907100",919893302711
82514,St. Augustin School,"Narmada Nagar Road, Punasa, Dist. Khandwa (MP) 450114, Phone - 9424803492",918889972168
82515,MAA JINWANI PUBLIC SCHOOL,pushpgiri teerth sonkatch dewas MP 455118,91982699841
82516,Brilliant Higher Secondary School,"578, Khatiwala Tank, Indore, Madhya Pradesh 452014 Phone: 0731 409 2864",919584265151
82517,Unnati Academy,"Address -Unnati Academy, Anu Nagar, Badnawar, Dist. Dhar- 454660 (M.P.), Phone: 8982892018, 9981626161",919685143339
82518,Shiksha Shikhar,"Bhumi Survey no.44, Gram Ashapura, Mhow-Mandleshwar Road, Tehsil: Dr Ambedkar nagar (Mhow), District: Indore (M.P.) Pincode - 453441, Mobile: 7471119295",919836189589
82519,Chaitanya international,"Chaitanya International School, Aastha Palace, behind Gondvale Dham, Dwarkapuri, Indore, Madhya Pradesh 452013",919098088177
82520,"School of Yoga, DAVV University, Indore","Devi Ahilya Vishwavidyalaya, Nalanda Campus, R. N. T. Marg, Indore (M.P.),India Pin- 452 001 Phone:+91-731-2527532",919343244705
82521,Shree Balaji Academy,"Satwas Rd, Kannod, Dewas, Madhya Pradesh 455332, Phone - 08435155455",91982687779
82523,Canyon school Beenapur,"Canyon School Beenapur Bhopal [M.P] Pin-code 462030 , +91-755 - 4077726, 4077531",919977016855
82524,RPL Maheshwari College,"RPL Maheshwari College, 51 Chattribag, Indore, Madhya Pradesh 452002, 9039094111",918319936526
82525,Shree Ganesh Convent school,"49 Arvind Nagar Infront Of Shiv Nagar, Musakhedi Indore, Indore Gpo, Indore - 452001,",919827553244
82526,Sherringwood World School,"4, Gyans Park,Telephone Nagar, Indore-452018, T: +91-7898921212 M: +91 7898900111",919179110072
82527,Imperail academy school,"School No 8 Khandwa Naka, Khandwa Road, Indore - 452020",919826700687
82528,Little harvard international school,"Hi link city extension,chota bangarda road Indore, Madhya Pradesh, India 452005 (098267 86797)",919340603033
82529,Jubilant group of education,"Ayesha Masjid, 72-73 Geeta Nagar Bhind, Indore, Madhya Pradesh 452006",918718934099
82531,Shrikanwartara Pub Hr Sec School Mandles,"Shrinagar Colony Extn., Barwaha Road, Mandleshwar (451221), Madhya Pradesh, 096696 97027",919669696243
82534,"Brilliant Brains, The Foundation School","G 237, G Sector, Silicon City, indore, Indore, India, 452012, Phone - 096854 91919",919977502747
82536,Elite Public School,"Elite Public school, Indore, India, 452005, Phone - 0731 355 5152",919425479184
82537,Angel Hearts Academy,"Address - Nidhivan Colony near Nand Gaun Multi, Indore, Madhya Pradesh 452018, +91 98272 13134 , 0731-2498857,",919981823253
82538,Sanjivani Global Academy,Indore Bhopal Highway Bhourasa Sonkatch Dewas 455115,919981104970
82539,New World Public school,"348, Dhar Rd, Ammar Nagar, Indore, Madhya Pradesh 452001",917879859907
82540,Sarashwati Gyan Mandir,"262/3 Shital Nagar, Kushwaha Nagar, Main Road, Indore, Banganga, Indore - 452015 (Near Indore Convent School)",916261916868
82541,Ideal Public School,"Dwarkapuri Colony, Indore, India, 452009, Phone - 098260 45456",919827234650
82556,EDUVERTS COMMUNICATION PRIVATE LIMITED,"Eduvest Connect Pvt Ltd, 3rd Floor, B-1, HIG Main Rd, Nanda Nagar, Indore, Madhya Pradesh 452001",919301551532
82578,"Maharshi Vishwamitra Higher Secondary School, Roopakhedi","Maharshi Vishamitra Hss Rupakhedi
Rupa Khedi 
Tarana, Ujjain (pincode: 456668)
Madhya Pradesh. Contact - 82249 44566",
82582,S. D. CENTRAL ACADEMY,"Hata - Deoria Rd, Rampur Buzurg, Uttar Pradesh 274203 Contact number - 9140862702",
82588,Egra Public School,"P.O. Barida, P.S. Egra, Dist.Purba Medinapur, Egra, West Bengal 721429 Contact - 80161 39786",
82592,BLISS BRITE International School,"In Front Of Water Tank, Jagriti Nagar, Amkhera Road, Adhartal, Jabalpur - 482004, Contact - 70008 00239",
82593,GPS World School,"117 No. Railway Crossing, Indira Nagar, Station Road, Bhatni Deoria 274701 UP, Contact- 8009634407",
82599,J K Memorial Sen. Sec. School,"Jai Singh Nagar, Ludhiana, Meharban, Punjab 141007 Contact - 8077534854",
82600,Celestial International School,"Near: Air Port Chouraha, Balmiki Nagar, Bihar 845107 Contact- 89078 56263",
