CRM ID,SCHOOL,ADDRESS,pincodes,REASON,CircleName,RegionName,DivisionName,OfficeName,OfficeType,Delivery,District,StateName,Mobile/Contact Number,Emails,Other Email,Contact number,Other Contacts
82750,Kanha Makhan Millennium School,"behind Agravatika Masani Link Road, Sarai Azamabad, Mathura, Uttar Pradesh 281003",281003,ICSE School,Uttar Pradesh Circle,Agra Region,Mathura Division,Prem Nagar BO,BO,Delivery,MATHURA,UTTAR PRADESH,"093193 67200,088999 34751","tinfo.d144@gmail.com,ashishchoy@gmail.com,kopparapu@yahoo.com,kotiyal@yahoo.com,kottapalli@yahoo.com,kreaswar@yahoo.com","kmpsmtr2007@gmail.com,kmms_mtr@gmail.com","09412727969,7060267202",
82751,Acharya Charan Mahaprabhu Shrimadvallabh H.S.School,"Aurangabad, Aurangabad Khadar, Uttar Pradesh 281006",281006,ICSE School,Uttar Pradesh Circle,Agra Region,Mathura Division,Adooki BO,BO,Delivery,MATHURA,UTTAR PRADESH,091257 24451,"nick.arefyev@gmail.com,kotilingam@yahoo.com,aisleinfocom@gmail.com,rohit_ganguly@rediffmail.com",,,
82752,kamladevi budhia Senior Higher Secondary School,"Satya Colony, Tagore Nagar, Jaipur, Rajasthan 302021
",302021,ICSE School,Rajasthan Circle,DivReportingCircle,Jaipur City Division,Vaishali Nagar S.O,PO,Delivery,JAIPUR,RAJASTHAN,088249 58012,manojbanthia91@gmail.com,,,
82753,Parasrampuria Gems International School,"Fagodiawala Badke Balaji, Ajmer Rd, Jaipur, Rajasthan 302026",302026,ICSE School,Rajasthan Circle,DivReportingCircle,Jaipur City Division,Jaisinghpura Bas B.O,BO,Delivery,JAIPUR,RAJASTHAN,"0141 258 5245,0141 - 2585245","terchoo1@yahoo.com,modi.philatelist@gmail.com",,,
82754,"VIBGYOR High School, Vadodara","Railway Station, Padra Road, opp. Banco Product, B/H, Bhayli, Vadodara, Gujarat 391410",391410,ICSE School,Gujarat Circle,Vadodara Region,Vadodara West Division,Bill BO,BO,Delivery,VADODARA,GUJARAT,"0265 260 7600,0265 339 9883","ramkumar.valluru07@gmail.com,revaprs72@gmail.com,raipidautoglass@gmail.com,skgstar@gmail.com",,,
82755,"VIBGYOR High School, Airoli, Navi Mumbai","Plot No 114, Gothivali Village, Sector No. 8A, Airoli, Navi Mumbai, Maharashtra 400708",400708,ICSE School,Maharashtra Circle,Navi Mumbai Region,Navi Mumbai Division,Airoli S.O,PO,Delivery,THANE,MAHARASHTRA,022 6263 5400,,,+91- 8655015315,
82756,Sun Shine School,"Old By pass, Road, Sonkatch, Madhya Pradesh 455118",455118,ICSE School,Madhya Pradesh Circle,Indore Region,Indore Moffusil Division,Khutkheda B.O,BO,Delivery,DEWAS,MADHYA PRADESH,"094535 63370,092583 21111,072702 22758,072230 28980,098275 27605","wareogdensj27@gmail.com,tsp.newdelhi@gmail.com","montessori@sunshineschool.in,sunshineschoolsss007@gmail.com,mail@sunshineinternationalschool,ed@schoool.com,sunshine.vashi@gmail","9444238420,9734023565,7797965318",
82757,Nirmala Convent School -Ujjain -(M.P),"Dewas Road, Prem Nagar, Chandesari Post, Ujjain, Madhya Pradesh 456664",456664,ICSE School,Madhya Pradesh Circle,Indore Region,Ujjain Division,Bolasa B.O,BO,Delivery,UJJAIN,MADHYA PRADESH,0734 252 1126,hyd8ameerpet@gmail.com,,,
82758,major convent english school,"Bagh Mufti Sahab Rd, Teela Jamalpura, Shahjahanabad, Bhopal, Madhya Pradesh 462001",462001,ICSE School,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Bhopal G.P.O.,HO,Delivery,BHOPAL,MADHYA PRADESH,081099 91033,mmbvss@gmail.com,,,
82759,Gyan Jyoti Academy Higher Secondary School,"Hoshangabad Rd, Indus Towne, Hari Ganga Nagar, Bhopal, Madhya Pradesh 462047",462047,ICSE School,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Bagroda B.O,BO,Delivery,BHOPAL,MADHYA PRADESH,074156 67584,giriprasadonline@gmail.com,,,
82760,Red Rose School Lambakheda.,"Hoshangabad Rd, Indus Towne, Hari Ganga Nagar, Bhopal, Madhya Pradesh 462047",462047,ICSE School,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Bagroda B.O,BO,Delivery,BHOPAL,MADHYA PRADESH,"0755 285 4662,074156 67584",,princilkd@redroseschools.com,+91-7089900899,
82761,RD International Public School,"Talheri Buzurg, Saharanpur SH-59, Saharanpur Rd, Saharanpur, Uttar Pradesh 247554",247554,International School,Uttar Pradesh Circle,Bareilly Region,Saharanpur Division,Ambehta Shekhan BO,BO,Delivery,SAHARANPUR,UTTAR PRADESH,098978 15945,"aafreensajjad66@gmail.com,hukkeri@yahoo.com,kataria20@gmail.com",,,
82762,Sanskar International School,"414, Karmahiya,Siktaur-Ranideeha Road, Khorabar, Gorakhpur, Uttar Pradesh 273008",273008,International School,Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Kunraghat S.O,PO,Delivery,GORAKHPUR,UTTAR PRADESH,"089792 41234,06646 246 782,0612 266 8844,095301 81660,072470 90223,011 2689 3497,088966 96400,096712 21567,0291 - 2111829,0135 - 2665466,094301 32388","sabina.vanjani@gmail.com,toanphatco@gmail.com,satyamfurnishers@gmail.com,reliableprasun@gmail.com,sajith27@gmail.com,abhijit.kapse@gmail.com,lisa.eyelle@gmail.com,playnifty555@gmail.com,jitendra.rajeevinfotech25@yahoo.in,mithrapoo@yahoo.in,rathorvijaykumar@gmail.com,seema.kale@gmail.com,meenuguru@gmail.com,ramakbrahmam@gmail.com,khushu@yahoo.com,mantode@yahoo.com,matta@yahoo.com,mobile/mkmathew@yahoo.com,mohammedshak@yahoo.com,sangal@yahoo.com,senguptamk@yahoo.com,shah_simul@yahoo.com,bds_system@yahoo.com,ami.hestia@gmail.com,uttam.msc@gmail.com,nileshc1981@yahoo.co.in","registrations@vidyasanskar.com,sisallahabad@hotmail.com,contactus@sanskar.org,sanskarparatwada@gmail,sanskarshikshan@gmail.com,sanskarinterschoolkhurja@gmail.com","+91-9930512993,+91-9950483311,8828912891,8800775520",
82763,Vidya Sagar World School,"KM-12, Deoria By Pass Road, P. O. Chanvari, Taramandal Rd, Jangalsikari Urf Khoraba, Uttar Pradesh 273010",273010,International School,Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Jungle Chauri BO,BO,Delivery,GORAKHPUR,UTTAR PRADESH,094153 61088,gandlemahendra@gmail.com,,,
82764,Gyan Bhumi Inernational,"National Highway 28, Mujahana Haitim, Uttar Pradesh 274206",274206,International School,Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Nautan Hathia Garh BO,BO,Delivery,DEORIA,UTTAR PRADESH,075239 44488,dr.rajaram@gmail.com,,,
82765,BUDDHA INTERNATIONAL SCHOOL GHUNDI KUND KHURD PATHARDEVA DEORIA,"Pathardewa BaghauchGhat Rd, Kuchaya, Uttar Pradesh 274404",274404,International School,Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Bishunpura Bazar BO,BO,Delivery,DEORIA,UTTAR PRADESH,098384 50720,vijayrao19@gmail.com,,,
82766,Ideal Public School,"Deoria Salempur Rd, near Town area office, Salempur, Uttar Pradesh 274509",274509,International School,Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Chakarawa Bahordas BO,BO,Delivery,DEORIA,UTTAR PRADESH,"099378 83316,0484 262 9314,093044 94301,0494 247 1170,084710 13152,098521 02541,094688 84333,06152 246 015,094314 66717,094514 13398,098748 81133,095199 99141,033 3249 6106,07162 242 309,082876 79717,063944 70883","kanayalal@yahoo.com,kannajana@yahoo.co.uk,kalahetu@gmail.com,rajyamnit@gmail.com,l4nc3justin@gmail.com,mjpinkney1@gmail.com,mochafilmclub@gmail.com,libmsu@gmail.com,pppmcs.reddy@gmail.com,sachisatpathy@gmail.com,sakthi.ponnusamy@gmail.com,sanhitaa@gmail.com,sharfraj.saifi@gmail.com,amitabh_anshu@yahoo.co.in,rchopdaa@yahoo.co.in,pintu_keshri009@rediffmail.com,niv_gh@yahoo.co.in,johnjosephadamson@gmail.com,seafoodins@gmail.com,orangeblossom786@gmail.com,rameez298@gmail.com,masterbala2010@gmail.com,rangacharyulu@gmail.com,sprint010@gmail.com,shireesh.sathe@gmail.com,laya.medhini@gmail.com,nedchez@gmail.com,vivekfm@gmail.com,vkiadirectory2010@gmail.com,rajeshep87@gmail.com,sinvhal@yahoo.com,subharamabadran@yahoo.com,tkoshy@yahoo.com,ulhask@yahoo.com,wala@yahoo.com,yaz_311@yahoo.com,dignitycollege@gmail.com,anurag.morris@gmail.com,kashwani@gmail.com,kaurkulwinder@gmail.com,pro.kulvinder@gmail.com,neelam.phd@gmail.com,msc.sonia@gmail.com,principal.kalpana@gmail.com,bharti9@gmail.com,msc.manish@gmail.com,agrawal1@gmail.com,msc.thakur@gmail.com,msc.pratap@gmail.com,dr.ramchandra@gmail.com,revpjohnsensabaugh@gmail.com,shakilrpr@gmail.com,ankush2005@rediffmail.com,narry86@gmail.com,laxmi.sahu15@gmail.com","info@idealpublicschool.com,idealsdlp@gmail.com,idealpschool1968@gmail.com","9846548869,09897018171,principal521idealpublicschool@gmail.com",
82767,Ravi Mobile Reparing Centre,"Station Rd, Nayagaon, Salempur, Uttar Pradesh 274509",274509,International School,Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Chakarawa Bahordas BO,BO,Delivery,DEORIA,UTTAR PRADESH,089486 14540,dr.ganesh@gmail.com,,,
82768,Krishna Modern Academy,"BHINGARI BAZAR, HIND MEDICAL STORE,, Bhengari Bazar Main Rd, Bhingari, Uttar Pradesh 274702",274702,International School,Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Bahiari Baghel BO,BO,Delivery,DEORIA,UTTAR PRADESH,099185 99572,pro.pramod@gmail.com,,,
82769,Global Era School,"Brij Vatika Enclave, Janam Bhoomi Link Road, 8-9, NH 2, Dwarka Enclave, Krishna Nagar, Mathura, Uttar Pradesh 281004",281004,International School,Uttar Pradesh Circle,Agra Region,Mathura Division,Satoha BO,BO,Delivery,MATHURA,UTTAR PRADESH,084770 01000,"sreeneelatravels@gmail.com,jyothi.greeshma@gmail.com,kookani@yahoo.com,kowsi17@yahoo.com",,,
82770,Renaissaance Global School,"11th Mile stone ,mathura - Goverdhan road, Mathura, Uttar Pradesh 281004",281004,International School,Uttar Pradesh Circle,Agra Region,Mathura Division,Satoha BO,BO,Delivery,MATHURA,UTTAR PRADESH,088590 00560,kowta@yahoo.com,,,
82771,Amolak international School,"29 Amolak Path, Shiv Sagar Colony, Nadia, Sirsi, Jaipur. 302012",302012,International School,Rajasthan Circle,DivReportingCircle,Jaipur City Division,Hathoj B.O,BO,Delivery,JAIPUR,RAJASTHAN,098283 88111,,,,
82772,Shiv Shakti International Sr. Sec. School,"Kamla Nehru Nagar, Opp Fail Over Narayan Vihar Mode, Asarpura, Ajmer Rd, Jaipur, Rajasthan 302021",302021,International School,Rajasthan Circle,DivReportingCircle,Jaipur City Division,Vaishali Nagar S.O,PO,Delivery,JAIPUR,RAJASTHAN,098294 53178,"kamal001arkt@gmail.com,timetradingcorp@gmail.com",,,
82773,Serra International Preschool - Ajmer Road,"419-A Pushpak Marg, Nemi Sagar Colony, Vaishali Nagar, Jaipur - 302021 (Jain Fertility & Mother Care Hospital)",302021,International School,Rajasthan Circle,DivReportingCircle,Jaipur City Division,Vaishali Nagar S.O,PO,Delivery,JAIPUR,RAJASTHAN,077909 01112,pragatiagarwal46@gmail.com,,,
82774,Surya International Sr.Sec.School Ajmer Road Debliya,"Ajmer road Devaliya, Jaipur, India, Rajasthan 302042",302042,International School,Rajasthan Circle,DivReportingCircle,Jaipur City Division,Bad Ke Balaji S.O,PO,Delivery,JAIPUR,RAJASTHAN,093516 27272,,,,
82775,Maheshwari Computech,"8, Ashok Marg, Near SAVITRI SCHOOL CROSSING, Ganapati Nagar, Civil Lines, Ajmer, Rajasthan 305001",305001,International School,Rajasthan Circle,Ajmer Region,Ajmer Division,Ajmer H.O,HO,Delivery,AJMER,RAJASTHAN,094140 02133,,,,
82776,Namo Narayan International School,"Sikar road,, Phushkar by pass, Village- Makadwali, near AIT college- Shiv mandir, Ajmer, Rajasthan 305001",305001,International School,Rajasthan Circle,Ajmer Region,Ajmer Division,Ajmer H.O,HO,Delivery,AJMER,RAJASTHAN,094133 02222,,,,
82777,DPS THE SMART SCHOOL,"Ajmer Rd, Adarsh Nagar, Kishangarh, Rajasthan 305802",305802,International School,Rajasthan Circle,Ajmer Region,Ajmer Division,Udaipur Kalan B.O,BO,Delivery,AJMER,RAJASTHAN,01463 252 050,,,,
82778,Super Public School,"1/1, Musakhedi Main Rd, Azad Nagar, Indore, Madhya Pradesh 452001",452001,International School,Madhya Pradesh Circle,Indore Region,Indore City Division,Indore G.P.O.,HO,Delivery,INDORE,MADHYA PRADESH,099934 10222,,,,
82779,JINESHWAR INTERNATIONAL SCHOOL,"Near Abhinanadan Nagar, Prince City, Colony, MR 10 Rd, Squre, DDU Nagar, Sukhlia, Indore, Madhya Pradesh 452003",452003,International School,Madhya Pradesh Circle,Indore Region,Indore City Division,Vallabhnagar S.O (Indore),PO,Delivery,INDORE,MADHYA PRADESH,097524 43355,pagefiveoperation@gmail.com,,,
82780,KIDS ARENA INTERNATIONAL,"1090 Dwarkapuri,Opp. Shankaracharya Gate, Hava Bangla Rd, behind Ankit Everfresh, Indore, Madhya Pradesh 452009",452009,International School,Madhya Pradesh Circle,Indore Region,Indore City Division,Sudama Nagar S.O,PO,Delivery,INDORE,MADHYA PRADESH,078698 80676,,,,
82781,"Gems Public School, Indore","Mumbai - Agra National Hwy, Opposite, Omaxe City 1, Mayakhedi, Agra, Madhya Pradesh 452010",452010,International School,Madhya Pradesh Circle,Indore Region,Indore City Division,Vijay Nagar S.O,PO,Delivery,INDORE,MADHYA PRADESH,082230 01460,sobhanaknair@gmail.com,,,
82782,Smart Step Preschool,"Smart Step Preschool, DK-183, 74-c, Vijay Nagar, Indore, Madhya Pradesh 452010",452010,International School,Madhya Pradesh Circle,Indore Region,Indore City Division,Vijay Nagar S.O,PO,Delivery,INDORE,MADHYA PRADESH,090982 11339,,,,
82783,New City Public School,"53, Ring Rd, Sector D, Scheme 71, Indore, Madhya Pradesh 452013",452013,International School,Madhya Pradesh Circle,Indore Region,Indore City Division,Indore Cat S.O,PO,Delivery,INDORE,MADHYA PRADESH,098937 15717,"opineleathers@gmail.com,technofluxindia@gmail.com",,,
82784,SGM HEIGHTS INTERNATIONAL SCHOOL,"No 18, Mhow Road, Near Vaishnavi kennel, Umariya, Madhya Pradesh 453331",453331,International School,Madhya Pradesh Circle,Indore Region,Indore Moffusil Division,Rangwasa B.O,BO,Delivery,INDORE,MADHYA PRADESH,098266 55036,,,,
82785,Star Shine Public School,"Rangwasa Road, Rau, Indore - 453331 (Near Railway Crosing)",453331,International School,Madhya Pradesh Circle,Indore Region,Indore Moffusil Division,Rangwasa B.O,BO,Delivery,INDORE,MADHYA PRADESH,098260 87661,,,,
82786,Sharon International School,"Dr. Ambedkar Nagar, Harnya Khedi, Madhya Pradesh 453446",453446,International School,Madhya Pradesh Circle,Indore Region,Indore Moffusil Division,Rasalpura S.O,PO,Delivery,INDORE,MADHYA PRADESH,093006 44492,,,,
82787,Raja Bhoj Higher Secondary School,"1100 Quarters, Arera Colony, Bhopal, Madhya Pradesh 462016",462016,International School,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,R.S.Nagar S.O,PO,Delivery,BHOPAL,MADHYA PRADESH,081206 08961,persoonaproduction@gmail.com,,,
82788,Oriental Public School,"Bypass Rd, Ayodhya Phase 3, Sector A, Rajeev Nagar, Ayodhya Bypass, Bhopal, Madhya Pradesh 462022",462022,International School,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,SOS BALGRAM B.O,BO,Delivery,BHOPAL,MADHYA PRADESH,"0836 223 6009,06456 250 255,06652 230 025,033 6545 9318,077742 27183,072239 82445","drpjain01@gmail.com,ksiva1982@gmail.com,balakumarkb@gmail.com,kuldeepiitm@gmail.com,tomatsenator@gmail.com,travelwings.knp@gmail.com,ashvinkrishna@gmail.com,tamilpanneer@gmail.com,freedomfragrances@gmail.com,swapnil.jaiswal@gmail.com","info@opskalyani.com,principaltos@oriental.ac.in,opsambk@gmail.com,orientalpc@rediffmail.com,-mail-opsambk@gmail.com","principaltos@oriental.ac.in,9263182133,7000723398,9669684086,9437223303",
82789,Khushi School Of Vocational Studies,"B-1, Main Road, Raghunath Nagar, Tilak Nagar, Bawadiya Kalan, Gulmohar Colony, Bhopal, Madhya Pradesh 462039",462039,International School,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Trilanga S.O,PO,Delivery,BHOPAL,MADHYA PRADESH,081037 30388,"manoj1.cse@gmail.com,razafaiz98@gmail.com,mlakshmi1234@gmail.com",,,
82790,Chitransh Siksha Vidyalaya,"Kolar Road, Near Hanuman Mandir, Nayapura, Rajharsh Colony, Kolar Rd, Bhopal, Madhya Pradesh 462042",462042,International School,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Amarawat Kalan B.O,BO,Delivery,BHOPAL,MADHYA PRADESH,098939 88653,,,,
82791,Sun International School,"K-3, Devi Market, Malahi Pakari Chowk, SK Colony, Kankarbagh Rd, Kankarbagh, Patna, Bihar 800020",800020,International School,Bihar Circle,DivReportingCircle,Patna Division,DHELMA BO,BO,Delivery,PATNA,BIHAR,"081022 03952,088738 66099,0510 235 1787","n339sp@gmail.com,vivian.gerard@gmail.com,roy.hemanta87@gmail.com,sagar8906@gmail.com,priya.anil@gmail.com,pankajjain333@gmail.com,kim_v_13oct@yahoo.com,kirubabai@yahoo.com,kishin@yahoo.com,kizhapate@yahoo.com,atulkarad@gmail.com",,,
82792,Middle School Mahuani,"Panchpatia - Deoria - Jhauna Rd, Pachpatia, Bihar 841211",841211,International School,Bihar Circle,Muzaffarpur Region,Saran Division,Doriganj BO,BO,Delivery,SARAN,BIHAR,086513 56270,anil12@gmail.com,,,
82793,Vanya International School,"Deoria - Jaffarpur - Ambara Rd, Gaddopur, Bihar 843112",843112,International School,Bihar Circle,Muzaffarpur Region,Muzaffarpur Division,Bahdinpur BO,BO,Delivery,MUZAFFARPUR,BIHAR,075497 47979,"mcannon465@yahoo.com,prem.sweetprem2k3@gmail.com,principalskphss@gmail.com,madhukar.bsc@gmail.com",,,
82794,Sanjoo Devi Pvt Iti Khoraram Deoria,"Khoraram, Badhaya, Post, Deoria, Uttar Pradesh 274001",274001,ITI,Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Deoria HO,HO,Delivery,DEORIA,UTTAR PRADESH,098383 02389,marathe12@gmail.com,,,
82795,Dhanushdhari Mani Private ITI,"Belahi Tiwari Uttar Pradesh 274201, Belahi Tiwari, Uttar Pradesh 274201",274201,ITI,Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Bardgonia BO,BO,Delivery,DEORIA,UTTAR PRADESH,094531 36961,"aglawe7@gmail.com,ashraf6@gmail.com,sachin.phd@gmail.com",,,
82796,Rajeev Shukla Memorial Pvt Iti,"word no 11, Lohia Nagar, Salempur, Uttar Pradesh 274509",274509,ITI,Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Chakarawa Bahordas BO,BO,Delivery,DEORIA,UTTAR PRADESH,094153 87300,phd.agarwal@gmail.com,,,
82797,RAGHUKUL ITI,"Balupura Rd, Adarsh Nagar, Ajmer, Rajasthan 305001",305001,ITI,Rajasthan Circle,Ajmer Region,Ajmer Division,Ajmer H.O,HO,Delivery,AJMER,RAJASTHAN,094142 12723,,,,
82798,CASRT PRIVATE ITI,"behind aakriti eco city, Rajharsh Colony, Salaiya, Bhopal, Madhya Pradesh 462042",462042,ITI,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Amarawat Kalan B.O,BO,Delivery,BHOPAL,MADHYA PRADESH,099269 05594,,,,
82799,Geet Ganpati Pvt. I.T.I,"Lohakhan, near Balupura School, Ajmer, Rajasthan 305001",305001,ITI,Rajasthan Circle,Ajmer Region,Ajmer Division,Ajmer H.O,HO,Delivery,AJMER,RAJASTHAN,098290 73514,,,,
82800,H.D.A Kids Paradise,"685, Shamshan Ghat Rd, Pahar Ganj, Ajmer, Rajasthan 305001",305001,refined school / franchaise,Rajasthan Circle,Ajmer Region,Ajmer Division,Ajmer H.O,HO,Delivery,AJMER,RAJASTHAN,097843 34048,"hresource320@gmail.com,samshrsolutions@gmail.com",,,
82801,Honey Kids School,"202, hill view, adarsh nagar, near new satellite hospital, Ajmer, Rajasthan 305001",305001,refined school / franchaise,Rajasthan Circle,Ajmer Region,Ajmer Division,Ajmer H.O,HO,Delivery,AJMER,RAJASTHAN,"084088 10442,076654 30637","kushaan.anand@gmail.com,ssapunjab.mis@gmail.com,paola.vela.madero@gmail.com,tejasviteja@gmail.com",honeykidssalem@gmail.com,9829130637,
82802,Honey Kids The International Pre-School,"Choudhary Nagar, Behind Vaishali Nagar Petrol Pump, Vaishali Nagar, Ajmer, Rajasthan 305001",305001,refined school / franchaise,Rajasthan Circle,Ajmer Region,Ajmer Division,Ajmer H.O,HO,Delivery,AJMER,RAJASTHAN,098291 30637,,,,
82803,Kids World,"216, Pragati Nagar, Kotra, Ajmer, Rajasthan 305001",305001,refined school / franchaise,Rajasthan Circle,Ajmer Region,Ajmer Division,Ajmer H.O,HO,Delivery,AJMER,RAJASTHAN,"099040 13468,094262 86139,073995 55762,084840 93132,090488 30608,099280 95462,0413 222 0469,098612 72284,0260 654 6699,092411 12226,04175 254 315","satish05.eee@gmail.com,drvj70@gmail.com,anupam.route666@gmail.com,job.airline7@gmail.com,srbssvtpsrgdnmy@gmail.com,sivawithrose@gmail.com,multilinks2011@gmail.com,sandeepstephen85@gmail.com,neuprocell@gmail.com,radha8es@gmail.com,silentkiller420@gmail.com,shilpagouri13@rediffmail.com,luckymenon@gmail.com,hugh13@gmail.com,shabu.ms1976@gmail.com,duvvarapukumar@gmail.com,harinarayanasvemuri@gmail.com,latalakhmani3012@gmail.com,partners@gmail.com,dilnabkrishnan@gmail.com,ben.koffel@gmail.com,francisleeyk@gmail.com,kadackalramesh@gmail.com","info@kidsworlduae.com,customerservice@kids-world.com","info@kidsworldplayschool.com,08090162619,8447745416",
82804,Lilliput The Play School,"Street No. 16, Nari Shala Road, Ashok Nagar, Near, Subhash Nagar, Ajmer, Rajasthan 305001",305001,refined school / franchaise,Rajasthan Circle,Ajmer Region,Ajmer Division,Ajmer H.O,HO,Delivery,AJMER,RAJASTHAN,098291 91060,"rk.dewangan@gmail.com,www.iamriyaz@gmail.com,sunita09@gmail.com",,,
82805,Mordern Book World,"Pasand Nagar, Kotra, opposite Samrat School, Ajmer, Rajasthan 305001",305001,refined school / franchaise,Rajasthan Circle,Ajmer Region,Ajmer Division,Ajmer H.O,HO,Delivery,AJMER,RAJASTHAN,093523 33733,,,,
82806,Mother Care Play School & Creche,"377, Keshav Nagar, Makarwali Main Road, Ajmer, Rajasthan 305001",305001,refined school / franchaise,Rajasthan Circle,Ajmer Region,Ajmer Division,Ajmer H.O,HO,Delivery,AJMER,RAJASTHAN,087640 50747,teamworkfashion@gmail.com,,,
82807,TOS The School,"B-105, Ramkunwar Kunj, Haribhau Upadhyay Nagar, Ajmer, Rajasthan 305001",305001,refined school / franchaise,Rajasthan Circle,Ajmer Region,Ajmer Division,Ajmer H.O,HO,Delivery,AJMER,RAJASTHAN,094132 69834,"tiamsaeedi8@gmail.com,sanatan.kvs@gmail.com",,,
82808,Central Kids academy Beawar,"190/26, Beawar Rd, Cheenu Daryani New Colony, Lajpat Nagar, Ramganj, Ajmer, Rajasthan 305003, Beawar Rd, Cheenu Daryani New Colony, Lajpat Nagar, Ramganj, Ajmer, Rajasthan 305003",305003,refined school / franchaise,Rajasthan Circle,Ajmer Region,Ajmer Division,Dorai B.O,BO,Delivery,AJMER,RAJASTHAN,096949 26245,"maaservices@indiatimes.com,sandhyavenugopalsharma@gmail.com",,,
82809,Little Millennium Pre School,"4/189, Housing Board Colony, Panchsheel Nagar, Ajmer, Rajasthan 305004",305004,refined school / franchaise,Rajasthan Circle,Ajmer Region,Ajmer Division,NODAL DELIVERY CENTRE,PO,Delivery,AJMER,RAJASTHAN,"098381 02927,077730 06181,076170 17898,082646 00085,087655 71777,088098 50211,099028 01122","arjun@yahoo.com,chopde@yahoo.com,anilamh@gmail.com,amitbhan11@gmail.com,ahmdmm@gmail.com,anala.p@gmail.com,aajainassociates@gmail.com,aaramaiah@gmail.com,fathahudeen@gmail.com,bhushangagrani@gmail.com,bose.tapan@gmail.com,sushamemail@gmail.com,nmckeeman1@gmail.com,elena708@gmail.com,sampurnarealty@gmail.com","south.enquiry@littlemillennium.com,littletime01@gmail.com,littlemillennium.kamlanagar@gmail.com,littlemillennium.gwl@gmail.com,tilaknagar@littlemillennium.com,littlemillenniummayurvihar@gmail.com,littlemillennium.tz4noidaextn@gmail.com","9029402026,+91-9582598144,9838102927,7436091010,9811203564,9830595715,+91 - 9582598144,+917838911594,+91-9319273930","9830595715,+91 - 9582598144"
82810,Shanti Vidhya Niketan,"Vinay Nagar, Pal Bhichala, Ajmer, Rajasthan 305007",305007,refined school / franchaise,Rajasthan Circle,Ajmer Region,Ajmer Division,Gc Road Ajmer S.O,PO,Delivery,AJMER,RAJASTHAN,094143 55852,,,,
82811,Learning With Fun Primary School,"Near Ganesh Temple Shivaji Nagar, Madanganj, Kishangarh, Rajasthan 305801",305801,refined school / franchaise,Rajasthan Circle,Ajmer Region,Ajmer Division,Deo Puri B.O,BO,Delivery,AJMER,RAJASTHAN,098285 50444,,,,
82812,Emmanuel Public School,"Ajmer Rd, Adarsh Nagar, Kishangarh, Rajasthan 305802",305802,refined school / franchaise,Rajasthan Circle,Ajmer Region,Ajmer Division,Udaipur Kalan B.O,BO,Delivery,AJMER,RAJASTHAN,01463 252 223,"linovomp@gmail.com,eddie.fernandes@gmail.com,tjohnbusinessschool@gmail.com",,,
82813,Genius Play School,"3/13, College Rd, Pratap Nagar, Vidya Nagar, Beawar, Rajasthan 305901",305901,refined school / franchaise,Rajasthan Circle,Ajmer Region,Beawar Division,Andheri Deori B.O,BO,Delivery,AJMER,RAJASTHAN,092149 03106,sunshine7070@gmail.com,geniuskidsscl@gmail.com,8510000161,
82814,"Genius Play School, Ajmer Road Branch","Plot No 16, 100 Feet Road, Maharshi Dayanand Colony, Bank Colony, Beawar, Rajasthan 305901",305901,refined school / franchaise,Rajasthan Circle,Ajmer Region,Beawar Division,Andheri Deori B.O,BO,Delivery,AJMER,RAJASTHAN,092149 03106,"khizer.7@gmail.com,sunnysangani2@gmail.com",,,
82815,Neev The Foundation Kids Play School,"New Agrsen Nagar Delvada Rd, Arya Nagar, Bank Colony, Beawar, Rajasthan 305901",305901,refined school / franchaise,Rajasthan Circle,Ajmer Region,Beawar Division,Andheri Deori B.O,BO,Delivery,AJMER,RAJASTHAN,085030 20355,"dbaghmar@gmail.com,kaps.jaipur@gmail.com",,,
82816,Boston Kids,"277/M, Khatiwala Tank, Indore, Madhya Pradesh 452001",452001,refined school / franchaise,Madhya Pradesh Circle,Indore Region,Indore City Division,Indore G.P.O.,HO,Delivery,INDORE,MADHYA PRADESH,077708 70007,akashpurkar@gmail.com,,,
82817,G-Kids International School,"104/3, Nanda Nagar,Road No.3, Nanda Nagar, Indore, Madhya Pradesh 452011",452011,refined school / franchaise,Madhya Pradesh Circle,Indore Region,Indore City Division,Nanda Nagar S.O,PO,Delivery,INDORE,MADHYA PRADESH,089650 97999,,,,
